Authors,Year,Title,Journal,Report Book Conference,Group,Family,Species,Keywords,Suggested Citation,sUAS Platform,sUAS Model,Sensors,Refs Chk
"Somers, M.D., D.B. Glass, M.A. Immordino, P.S. Ozoh, L.B. Sherman, and A.M. Wilson",2020,Airborne point counts: a method for estimating songbird abundance with drones,bioRxiv preprint,,Birds,"Cardinalidae, Parulidae, Passerellidae, Troglodytidae, Turdidae, Tyrannidae","willow flycatcher, Empidonax traillii, house wren, Troglodytes aedon, American robin, Turdus migratorius, field sparrow, Spizella pusilla, song sparrow, Melospiza melodia, eastern towhee, Pipilo erythrophthalmus, yellow warbler, Setophaga petechia, common yellowthroat, Geothlypis trichas, northern cardinal, Cardinalis cardinalis, indigo bunting, Passerina cyanea","species detection, bioacoustics, ground vs aerial surveys, ","Somers, M.D., D.B. Glass, M.A. Immordino, P.S. Ozoh, L.B. Sherman, and A.M. Wilson. 2020. Airborne point counts: a method for estimating songbird abundance with drones. bioRxiv preprint doi: https://doi.org/10.1101/2020.08.15.252429.",Quadcopter,DJI Mavic Pro,,
"Sorrell, K.J., F.M.E. Dawlings, C.E. Mackay, and R.H. Clarke",2023,Routine and Safe Operation of Remotely Piloted Aircraft Systems in Areas with High Densities of Flying Birds,Drones,,birds,"Fregatidae, Sulidae, Phaethontidae, Laridae","Christmas Island frigatebird, Fregata andrewsi, great frigatebird, Fregata minor, lesser frigatebird, Fregata ariel, red-footed booby, Sula sula, masked booby, Sula dactylatra, red-tailed tropicbird, Phaethon rubricauda, white-tailed tropicbird, Phaethon lepturus, common noddy, Anous stolidus, white tern, Gygis alba","disturbance, Australia","Sorrell, K.J., F.M.E. Dawlings, C.E. Mackay, and R.H. Clarke. 2023. Routine and Safe Operation of Remotely Piloted Aircraft Systems in Areas with High Densities of Flying Birds. Drones https://doi.org/10.3390/drones7080510.",quadcopter,DJI Phantom 4 Pro or DJI Phantom 4 RTK,,
"Sorrell, K.J., R.H. Clarke, R. Holmberg, and R.R. Mcintosh",2019,Remotely piloted aircraft improve precision of capture–mark–resight population estimates of Australian fur seals,Ecosphere,,Marine mammals,Otariidae,"Australian fur seal, Arctocephalus pusillus","species detection, ground vs aerial survey, population estimate, disturbance, Australia","Sorrell, K.J., R.H. Clarke, R. Holmberg, and R.R. McIntosh. 2019. Remotely piloted aircraft improve precision of capture–mark–resight population estimates of Australian fur seals. Ecosphere 10(8):e02812. 10.1002/ecs2.2812.",quadcopter,DJI Phantom 4 Pro,DJI 20-MP camera,
"Sougioultzoglou, F. and E. Cook",2023,"Digital Twins, Planes, and Drones: Bridging the Gap in Arctic Polar Altimetry Data",,IAF Global Space Conference on Climate Change,review,,,"review, platforms, data analysis, sensors","Sougioultzoglou, F. and E. Cook. 2023. Digital Twins, Planes, and Drones: Bridging the Gap in Arctic Polar Altimetry Data. GLOC-2023,IP,x75119. IAF Global Space Conference on Climate Change (GLOC 2023) - Oslo, Norway, 23-25 May 2023.",,,,
"Spaan, D., A. Di Fiore, C.E. Rangel‑Rivera, A. Hutschenreiter, S. Wich, and F. Aureli",2022,Detecting spider monkeys from the sky using a high‑definition RGB camera: a rapid‑assessment survey method?,Biodiversity and Conservation,,mammals,Atelidae,"Geoffroy's spider monkey, Ateles geoffroyi","species detection, Mexico","Spaan, D., A. Di Fiore, C.E. Rangel‑Rivera, A. Hutschenreiter, S. Wich, and F. Aureli. 2022. Detecting spider monkeys from the sky using a high‑definition RGB camera: a rapid‑assessment survey method? Biodiversity and Conservation https://doi.org/10.1007/s10531-021-02341-1.",quadcopter,DJI Mavic 2 Pro,RGB,x
"Spaan, D., C. Burke , O. McAree, F. Aureli, C.E. Rangel-Rivera, A. Hutschenreiter, S.N. Longmore, P.R. McWhirter, and S.A. Wich",2019,Thermal Infrared Imaging from Drones Offers a Major Advance for Spider Monkey Surveys,Drones,,Mammals,Atelidae,"spider monkey, Ateles geoffroyi","population estimate, disturbance, species detection, ground vs aerial surveys, Mexico","Spaan, D., C. Burke , O. McAree, F. Aureli, C.E. Rangel-Rivera, A. Hutschenreiter, S.N. Longmore, P.R. McWhirter, and S.A. Wich. 2019. Thermal Infrared Imaging from Drones Offers a Major Advance for Spider Monkey Surveys. Drones 3, 34; doi:10.3390/drones3020034.",Quadcopter,custom,TeAx Fusion Zoom dual vision camera with a FLIR Tau2 TIR camera and a TAMRON RGB camera,
"Spaans, B., M. Leopold, and M. Plomp",2018,Bepaling van het aantal nesten en het uitvliegsucces van Grote Sterns op Texel met behulp van een drone (Using a drone to determine the number of breeding pairs and breeding success of Sandwich Terns Sterna sandvicensis),Limosa,,Birds,"Laridae, Anatidae, Haematopodidae, Threskiornithidae, Haematopodidae, Scolopacidae","sandwich tern, Sterna sandvicensis, brent goose, Branta bernicla, Egyptian goose, Alopochen aegyptiaca, Eurasian spoonbill, Platalea leucorodia, Eurasian oystercatcher, Haematopus ostralegus, common redshank, Tringa totanus, black-headed gull, Chroicocephalus ridibundus","species detection, population estimate, disturbance, Netherlands","Spaans, B., M. Leopold, and M. Plomp. 2018. Bepaling van het aantal nesten en het uitvliegsucces van Grote Sterns op Texel met behulp van een drone (Using a drone to determine the number of breeding pairs and breeding success of Sandwich Terns Sterna sandvicensis). Limosa 91: 30-37. (in Dutch)",quadcopter,DJI Inspire,,x
"Sprogis, K.R., S. Videsen, and P.T. Madsen",2020,Vessel noise levels drive behavioural responses of humpback whales with implications for whale-watching,eLife,,Marine mammals,Balaenopteridae,"humpback whale, Megaptera novaeangliae","behavior, physiology, disturbance, acoustics, Australia","Sprogis, K.R., S. Videsen, and P.T. Madsen. 2020. Vessel noise levels drive behavioural responses of humpback whales with implications for whale-watching. eLife 2020;9:e56760. DOI: 10.7554/eLife.56760.",quadcopter,DJI Phantom 4 Advanced,,
"Staines, M.N., C.E. Smith, C.A.M. Hof, D.T. Booth, I.R. Tibbetts, and G.C. Hays",2022,Operational sex ratio estimated from drone surveys for a species threatened by climate warming,Marine Biology,,Reptiles,Cheloniidae,"green turtle, Chelonia mydas, loggerhead
turtle, Caretta caretta","species identification, sex identification, aerial vs land surveys, Australia","Staines, M.N., C.E. Smith, C.A.M. Hof, D.T. Booth, I.R. Tibbetts, and G.C. Hays. 2022. Operational sex ratio estimated from drone surveys for a species threatened by climate warming. Marine Biology https://doi.org/10.1007/s00227-022-04141-9.",quadcopter,DJI Phantom 4 Pro,,
"Stander, R.",2023,The Use of Drones and Thermal Camera Imaging Technology for Avian Nest Searching,,Thesis,birds,"Anatidae, Phasianidae, Rallidae, Charadriidae","American black duck, Anas rubripes, mallard, Anas platyrhynchos, northern pintail, Anas acuta, blue-winged teal, Anas discors, gadwall, Anas strepera, northern shoveler, Anas clypeata, ring‐necked pheasant, Phasianus colchicus, Hungarian partridge, Perdix perdix, clapper rail, Rallus crepitans, piping plover, Charadrius melodus","nest monitoring, aerial vs ground surveys, North Dakota, South Dakota, Alberta","Stander, R. 2023. The Use of Drones and Thermal Camera Imaging Technology for Avian Nest Searching. MS Thesis. Department of Environment and Geography, University of Manitoba, Winnipeg, Canada. ",quadcopter,DJI Inspire 1 v. 2.0,Zenmuse XT thermal camera,
"Stander, R., D.J. Walker, F.C. Rohwer, and R.K. Baydack",2021,Drone Nest Searching Applications Using a Thermal Camera,Wildlife Society Bulletin,,Birds,"Anatidae, Phasianidae, Charadridae, Passerelidae","American black duck, Anas rubripes, northern shoveler, Spatula clypeata, lesser scaup, Aythya affinis, mallard, Anas platyrhynchos, northern pintail, Anas acuta, ring‐necked pheasant, Phasianus colchicus, Hungarian partridge, Perdix perdix, piping plover, Charadrius melodus, grasshopper sparrow, Ammodramus savannarum","nest census, Alberta, North Dakota, South Dakota","Stander, R., D.J. Walker, F.C. Rohwer, and R.K. Baydack. 2021. Drone Nest Searching Applications Using a Thermal Camera. Wildlife Society Bulletin https://doi.org/10.1002/wsb.1211.",quadcopter,DJI Inspire 1 v. 2.0,"DJI Zenmuse XT thermal
camera, DJI Zenmuse X3 camera",
"Stark, B., B. Smith, A. Anderson, J.H. Viers, Y. Chen, and R. Kelsey",2017,Precision Counting of Sandhill Cranes in Staten Island by FAA Approved Small Unmanned Aerial System Night Missions,,World Environmental and Water Resources Congress 2017,Birds,Gruidae,"sandhill crane, Grus canadensis","roost site census, disturbance, California","Stark, B., B. Smith, A. Anderson, J.H. Viers, Y. Chen, and R. Kelsey. 2017. Precision Counting of Sandhill Cranes in Staten Island by FAA Approved Small Unmanned Aerial System Night Missions. Pages 109-123 in C.N. Dunn, and B. Van Weele, eds. World Environmental and Water Resources Congress 2017, Sacramento, California, May 21–25, 2017. https://doi.org/10.1061/9780784480595.011.",fixed-wing,custom-made,ICI 9640P TIR camera,
"Stark, D.J., I.P. Vaughan, L.J. Evans, H. Kler, and B. Goossens",2018,Combining drones and satellite tracking as an effective tool for informing policy change in riparian habitats: a proboscis monkey case study,Remote Sensing in Ecology and Conservation,,Mammals,Cercopithecidae,"proboscis monkey, Nasalis larvatus","habitat assessment, Borneo","Stark, D.J., I.P. Vaughan, L.J. Evans, H. Kler, and B. Goossens. 2018. Combining drones and satellite tracking as an effective tool for informing policy change in riparian habitats: a proboscis monkey case study. Remote Sensing in Ecology and Conservation 4: 44–52.",fixed-wing,Bormatec-MAJA,Canon S100 camera,
"Stepien, E.N., M.T. Olsen, H.D. Egemose, H.S. Midtiby, S.T. Ortiz, J.H. Kristensen, and M. Wahlberg",2019,Using UAVs for morphometric measurements of harbour porpoises (Phocoena phocoena),,Nordic Remote Sensing Conference,Marine mammals,Phocoenidae,"harbour porpoise, Phocoena phocoena","morphometrics, Denmark","Stepien, E.N., M.T. Olsen, H.D. Egemose, H.S. Midtiby, S.T. Ortiz, J.H. Kristensen, and M. Wahlberg. 2019. Using UAVs for morphometric measurements of harbour porpoises (Phocoena phocoena). Abstract in Nordic Remote Sensing Conference (NoRSC’19), September 17-19, 2019, Aarhus Institute of Advanced Studies, Denmark.",,,,
"Stewart, J.D., J.W. Durban, H. Fearnbach, L.G. Barrett-Lennard, P. K. Casler, E.J.Ward, and D.R. Dapp",2021,Survival of the fattest: linking body condition to prey availability and survivorship of killer whales,Ecosphere,,Marine mammals,Delphinidae,"killer whale, Orcinus orca","morphometrics, health, photogrammetry, Washington","Stewart, J.D., J.W. Durban, H. Fearnbach, L.G. Barrett-Lennard, P. K. Casler, E.J.Ward, and D.R. Dapp. 2021. Survival of the fattest: linking body condition to prey availability and survivorship of killer whales. Ecosphere 12 https://doi.org/e03660. 10.1002/ecs2.3660. ",Hexacopter,APH-22,Olympus E-PM2 camera,
"Stöcker, C., R. Bennett, F. Nex, M. Gerke, and J. Zevenbergen",2017,Review of the Current State of UAV Regulations,Remote Sensing,,Regulations,,,"review, regulations, European Union, Australia, UK, Malaysia, Canada, USA, Netherlands, Germany, Italy, Austria, Spain, Azerbaijan, Chile, Columbia, South Africa, Japan, Nigeria, Rwanda, China","Stöcker, C., R. Bennett, F. Nex, M. Gerke, and J. Zevenbergen. 2017. Review of the Current State of UAV Regulations. Remote Sensing 9, 459; doi:10.3390/rs9050459.",,,,
"Stokes, D., K. Apps, P.A. Butcher, B. Weiler, H. Luke, and A.P. Colefax",2020,Beach-user perceptions and attitudes towards drone surveillance as a shark-bite mitigation tool,Marine Policy,,Fish,,,"human-wildlife conflict, Australia","Stokes, D., K. Apps, P.A. Butcher, B. Weiler, H. Luke, and A.P. Colefax. 2020. Beach-user perceptions and attitudes towards drone surveillance as a shark-bite mitigation tool. Marine Policy 120. doi.org/10.1016/j.marpol.2020.104127. ",,,,x
"Stokes, H.J., J.A. Mortimer, J.-O. Laloë, G.C. Hays, and N. Esteban",2023,"Synergistic use of UAV surveys, satellite tracking data, and mark-recapture to estimate abundance of elusive species",Ecosphere,,Reptiles,Cheloniidae,"hawksbill turtle, Eretmochelys imbricata, green turtle, Chelonia mydas","Population estimate, disturbance, British Indian Ocean Territory","Stokes, H.J., J.A. Mortimer, J.-O. Laloë, G.C. Hays, and N. Esteban. 2023. Synergistic use of UAV surveys, satellite tracking data, and mark-recapture to estimate abundance of elusive species. Ecosphere https://doi.org/10.1002/ecs2.4444.",quadcopter,Autel Robotics EVO II,,
"Stone, Z.L. and K.A. Parker",2022,Unmanned Aerial Vehicle (UAV) activity elicits little to no response from New Zealand forest birds during wildlife monitoring,Notornis,,Birds,"Anatidae, Phalacrocoracidae, Accipitridae, Falconidae, Charadriidae, Columbidae, Cacatuidae, Psittacidae, Cuculidae, Acanthisittidae, Acanthizidae, Meliphagidae, Pachycephalidae, Artamidae, Rhipiduridae, Petroicidae, Alaudidae, Zosteropidae, Hirundinidae, Turdidae, Sturnidae, Motacillidae, Prunellidae, Fringillidae, Emberizidae","black swan, Cygnus atratus, Canada goose, Branta canadensis, grey teal, Anas gracilis, mallard, Anas platyrhynchos, Paradise shelduck, Tadorna variegate, black shag, Phalacrocorax carbo, pied shag, Phalacrocorax varius, swamp harrier, Circus approximans, New Zealand falcon, Falco novaeseelandiae, spur-winged plover, Vanellus miles, New Zealand pigeon, Hemiphaga novaeseelandiae, sulphur-crested cockatoo, Cacatua galerita, eastern rosella, Platycercus eximius, shining cuckoo, Chrysococcyx lucidus, rifleman, Acanthisitta chloris, grey warbler, Gerygone igata, bellbird, Anthornis melanur, Tui, Prosthemadera novaeseelandiae, whitehead, Mohoua albicilla, Australian magpie, Gymnorhina tibicen, New Zealand fantail, Rhipidura fuliginosa, North Island robin, Petroica longipes, North Island tomtit, Petroica macrocephala toitoi, skylark, Alauda arvensis, silvereye, Zosterops lateralis, welcome swallow, Hirundo neoxena, Eurasian blackbird, Turdus merula, song thrush, Turdus philomelos, common starling, Sturnus vulgaris, New Zealand pipit, Anthus novaeseelandiae, dunnock, Prunella modularis, chaffinch, Fringilla coelebs, European goldfinch, Carduelis carduelis, European greenfinch, Carduelis chloris, common redpoll, Carduelis flammea, yellowhammer, Emberiza citrinella","acoustic, disturbance, New Zealand","Stone, Z.L. and K.A. Parker. 2022. Unmanned Aerial Vehicle (UAV) activity elicits little to no response from New Zealand forest birds during wildlife monitoring. Notornis 69:119-125.",quadcopter,DJI Matrice 200,radiotrack receiver,
"Storms, R.F.",2023,Collective escape in bird flocks,,Dissertation,Birds,"Sturnidae, Corvidae, Laridae, Charadriidae","European starling, Sturnus vulgaris, Eurasian jackdaw, Corvus monedula, rook, Corvus frugilegus, carrion crow, Corvus corone, black-headed gull, Chroicocephalus ridibundus, common gull, Larus canus, northern lapwing, Vanellus vanellus","human-wildlife conflict, hazing, deterrence, The Netherlands","Storms, R.F. 2023. Collective Escape in Bird Flocks. Dissertation, Groningen Institute for Evolutionary Life Sciences, University of Groningen, The Netherlands. https://doi.org/10.33612/diss.813786973.","fixed-wing, quadcopter","RobotFalcon, DJI Mavic Pro",,
"Strebel, N. and M.C. Mulero-Pazmany",2016,Oiseaux et drones – comment éviter les conflits,Avinews,,Birds,,,"review, best practices, disturbance","Strebel, N. and M.C. Mulero-Pazmany. 2016. Oiseaux et drones – comment éviter les conflits (Birds and drones – how to avoid conflicts). Avinews https://www.vogelwarte.ch/fr/station/news/avinews/decembre-2016/oiseaux-et-drones-comment-eviter-les-conflits#:~:text=Survoler%20les%20zones%20sensibles%20%C3%A0,petite%20taille%20et%20peu%20bruyants. [in French w/Eng translation]",,,,
